,Date ,Max_score,1,2,3,4,5,6,7,8,9,10,,1,2,3,4,5,6,7,8,9,10,,Average
,2,518,242,302,318,368,245,252,347,346,241,378,,0.467181467181467,0.583011583011583,0.613899613899614,0.71042471042471,0.472972972972973,0.486486486486487,0.66988416988417,0.667953667953668,0.465250965250965,0.72972972972973,,0.586679536679537
,3,730,318,482,321,527,397,528,472,431,478,366,,0.435616438356164,0.66027397260274,0.43972602739726,0.721917808219178,0.543835616438356,0.723287671232877,0.646575342465753,0.59041095890411,0.654794520547945,0.501369863013699,,0.591780821917808
,4,526,248,64,208,268,202,328,212,274,258,184,,0.47148288973384,0.121673003802281,0.395437262357414,0.509505703422053,0.384030418250951,0.623574144486692,0.403041825095057,0.520912547528517,0.490494296577947,0.349809885931559,,0.426996197718631
,5,623,472,432,404,422,405,367,320,506,355,522,,0.757624398073836,0.693418940609952,0.648475120385233,0.677367576243981,0.65008025682183,0.58908507223114,0.513643659711075,0.812199036918138,0.569823434991974,0.837881219903692,,0.674959871589085
,6,694,285,367,322,346,383,371,337,326,415,464,,0.410662824207493,0.528818443804034,0.463976945244957,0.498559077809798,0.551873198847262,0.534582132564842,0.485590778097983,0.469740634005764,0.597982708933718,0.668587896253602,,0.521037463976945
,7,639,444,501,445,429,467,517,442,443,477,395,,0.694835680751174,0.784037558685446,0.696400625978091,0.671361502347418,0.730829420970266,0.809076682316119,0.69170579029734,0.693270735524257,0.746478873239437,0.618153364632238,,0.713615023474178
,8,748,334,344,528,257,358,336,444,311,296,219,,0.446524064171123,0.459893048128342,0.705882352941176,0.343582887700535,0.478609625668449,0.449197860962567,0.593582887700535,0.415775401069519,0.39572192513369,0.292780748663102,,0.458155080213904
,9,708,549,477,405,508,515,452,436,474,500,503,,0.775423728813559,0.673728813559322,0.572033898305085,0.717514124293785,0.727401129943503,0.638418079096045,0.615819209039548,0.669491525423729,0.706214689265537,0.71045197740113,,0.680649717514124
,10,571,405,292,230,361,370,307,312,282,364,270,,0.709281961471103,0.51138353765324,0.402802101576182,0.632224168126095,0.647985989492119,0.537653239929947,0.546409807355517,0.493870402802102,0.637478108581436,0.472854640980736,,0.559194395796848
,11,568,232,236,214,332,226,312,246,166,253,316,,0.408450704225352,0.415492957746479,0.376760563380282,0.584507042253521,0.397887323943662,0.549295774647887,0.433098591549296,0.292253521126761,0.445422535211268,0.556338028169014,,0.445950704225352
,12,540,350,298,284,361,415,305,364,268,341,266,,0.648148148148148,0.551851851851852,0.525925925925926,0.668518518518519,0.768518518518518,0.564814814814815,0.674074074074074,0.496296296296296,0.631481481481482,0.492592592592593,,0.602222222222222
,13,591,402,378,399,395,305,409,347,432,390,397,,0.680203045685279,0.639593908629442,0.6751269035533,0.668358714043993,0.516074450084602,0.692047377326565,0.587140439932318,0.730964467005076,0.65989847715736,0.671742808798646,,0.652115059221658
,14,579,365,421,374,328,310,415,382,345,379,377,,0.630397236614853,0.727115716753022,0.64594127806563,0.566493955094991,0.535405872193437,0.716753022452504,0.659758203799655,0.595854922279793,0.654576856649395,0.651122625215889,,0.638341968911917
,15,533,240,276,325,251,214,303,314,162,333,401,,0.450281425891182,0.517823639774859,0.609756097560976,0.470919324577861,0.401500938086304,0.568480300187617,0.589118198874296,0.303939962476548,0.624765478424015,0.75234521575985,,0.528893058161351
October month,16,488,223,268,256,271,197,357,305,268,245,288,,0.456967213114754,0.549180327868853,0.524590163934426,0.555327868852459,0.403688524590164,0.73155737704918,0.625,0.549180327868853,0.502049180327869,0.590163934426229,,0.548770491803279
,17,595,241,274,274,212,240,332,411,436,338,389,,0.405042016806723,0.460504201680672,0.460504201680672,0.356302521008403,0.403361344537815,0.557983193277311,0.690756302521008,0.732773109243697,0.568067226890756,0.653781512605042,,0.52890756302521
,18,599,329,341,414,474,455,499,364,358,404,390,,0.549248747913189,0.569282136894825,0.691151919866444,0.791318864774624,0.759599332220367,0.833055091819699,0.607679465776294,0.597662771285476,0.674457429048414,0.651085141903172,,0.672454090150251
,19,461,357,318,234,265,245,244,221,374,326,228,,0.774403470715835,0.689804772234273,0.507592190889371,0.574837310195228,0.531453362255965,0.529284164859002,0.47939262472885,0.811279826464208,0.707158351409978,0.494577006507592,,0.60997830802603
,20,581,249,259,238,277,343,258,359,250,285,185,,0.428571428571429,0.44578313253012,0.409638554216867,0.476764199655766,0.590361445783133,0.444061962134251,0.61790017211704,0.430292598967298,0.490533562822719,0.3184165232358,,0.465232358003442
,21,403,220,220,272,334,256,192,312,331,345,290,,0.54590570719603,0.54590570719603,0.674937965260546,0.8287841191067,0.635235732009926,0.476426799007444,0.774193548387097,0.821339950372208,0.856079404466501,0.719602977667494,,0.687841191066998
,22,566,125,157,325,137,191,236,170,200,128,219,,0.220848056537102,0.277385159010601,0.574204946996466,0.242049469964664,0.337455830388693,0.41696113074205,0.300353356890459,0.353356890459364,0.226148409893993,0.386925795053003,,0.333568904593639
,23,529,291,182,336,148,226,326,219,187,226,203,,0.550094517958412,0.344045368620038,0.635160680529301,0.279773156899811,0.427221172022684,0.616257088846881,0.413988657844991,0.353497164461248,0.427221172022684,0.383742911153119,,0.443100189035917
,24,584,446,327,239,403,334,350,419,383,423,370,,0.763698630136986,0.559931506849315,0.409246575342466,0.690068493150685,0.571917808219178,0.599315068493151,0.717465753424658,0.655821917808219,0.724315068493151,0.633561643835616,,0.632534246575342
,25,648,414,173,232,278,222,255,352,365,251,330,,0.638888888888889,0.266975308641975,0.358024691358025,0.429012345679012,0.342592592592593,0.393518518518519,0.54320987654321,0.563271604938272,0.387345679012346,0.509259259259259,,0.44320987654321
,26,604,480,412,248,334,227,229,433,224,443,434,,0.794701986754967,0.682119205298013,0.410596026490066,0.552980132450331,0.375827814569536,0.379139072847682,0.716887417218543,0.370860927152318,0.733443708609272,0.718543046357616,,0.573509933774834
,27,594,360,365,373,328,335,327,393,469,335,408,,0.606060606060606,0.614478114478114,0.627946127946128,0.552188552188552,0.563973063973064,0.55050505050505,0.661616161616162,0.78956228956229,0.563973063973064,0.686868686868687,,0.621717171717172
,28,602,452,351,407,317,338,225,454,275,386,311,,0.750830564784053,0.583056478405316,0.676079734219269,0.526578073089701,0.561461794019934,0.37375415282392,0.754152823920266,0.456810631229236,0.641196013289037,0.516611295681063,,0.584053156146179
,29,594,226,259,322,230,264,182,240,367,232,263,,0.38047138047138,0.436026936026936,0.542087542087542,0.387205387205387,0.444444444444444,0.306397306397306,0.404040404040404,0.617845117845118,0.390572390572391,0.442760942760943,,0.435185185185185
,30,615,250,252,427,354,374,433,362,302,377,350,,0.40650406504065,0.409756097560976,0.694308943089431,0.575609756097561,0.608130081300813,0.704065040650407,0.588617886178862,0.491056910569106,0.613008130081301,0.569105691056911,,0.566016260162602
,19,623,413,383,404,403,341,317,463,367,335,452,,0.662921348314607,0.614767255216693,0.648475120385233,0.646869983948636,0.547351524879615,0.508828250401284,0.743178170144462,0.58908507223114,0.537720706260032,0.725521669341894,,0.622471910112359
,20,691,333,377,426,346,396,288,367,390,270,362,,0.481910274963821,0.545586107091172,0.616497829232996,0.500723589001447,0.573082489146165,0.416787264833575,0.531114327062229,0.564399421128799,0.390738060781476,0.523878437047757,,0.514471780028944
,21,609,277,415,355,451,253,397,313,386,275,315,,0.454844006568144,0.681444991789819,0.582922824302135,0.74055829228243,0.415435139573071,0.651888341543514,0.513957307060755,0.633825944170772,0.451559934318555,0.517241379310345,,0.564367816091954
,22,772,549,372,270,391,469,372,405,360,279,438,,0.711139896373057,0.481865284974093,0.349740932642487,0.506476683937824,0.607512953367876,0.481865284974093,0.524611398963731,0.466321243523316,0.36139896373057,0.567357512953368,,0.505829015544042
,23,602,393,393,444,308,333,399,364,380,470,414,,0.652823920265781,0.652823920265781,0.737541528239203,0.511627906976744,0.553156146179402,0.662790697674419,0.604651162790698,0.631229235880399,0.780730897009967,0.687707641196013,,0.647508305647841
September month,24,670,440,333,240,493,497,476,426,314,185,347,,0.656716417910448,0.497014925373134,0.358208955223881,0.735820895522388,0.741791044776119,0.71044776119403,0.635820895522388,0.46865671641791,0.276119402985075,0.517910447761194,,0.559850746268657
,25,538,266,403,253,276,323,237,326,340,221,224,,0.494423791821561,0.74907063197026,0.470260223048327,0.513011152416357,0.600371747211896,0.440520446096654,0.605947955390335,0.631970260223048,0.410780669144981,0.41635687732342,,0.533271375464684
,26,472,211,161,253,245,227,268,150,266,194,176,,0.447033898305085,0.341101694915254,0.536016949152542,0.519067796610169,0.48093220338983,0.567796610169492,0.317796610169491,0.563559322033898,0.411016949152542,0.372881355932203,,0.455720338983051
,27,734,389,373,162,219,404,393,301,169,319,264,,0.529972752043597,0.508174386920981,0.220708446866485,0.298365122615804,0.550408719346049,0.535422343324251,0.41008174386921,0.230245231607629,0.434604904632153,0.359673024523161,,0.407765667574932
,28,676,269,272,266,434,330,244,327,311,367,352,,0.39792899408284,0.402366863905325,0.393491124260355,0.642011834319527,0.488165680473373,0.36094674556213,0.483727810650888,0.460059171597633,0.542899408284024,0.520710059171598,,0.469230769230769
,29,555,337,207,266,350,267,311,258,256,260,325,,0.607207207207207,0.372972972972973,0.479279279279279,0.630630630630631,0.481081081081081,0.56036036036036,0.464864864864865,0.461261261261261,0.468468468468468,0.585585585585586,,0.511171171171171
,30,611,445,439,435,397,441,353,396,493,398,438,,0.728314238952537,0.718494271685761,0.711947626841244,0.649754500818331,0.72176759410802,0.577741407528642,0.648117839607201,0.806873977086743,0.65139116202946,0.716857610474632,,0.693126022913257
,1,732,589,507,430,411,545,623,492,429,386,547,,0.804644808743169,0.692622950819672,0.587431693989071,0.561475409836066,0.744535519125683,0.851092896174863,0.672131147540984,0.586065573770492,0.527322404371585,0.747267759562842,,0.677459016393443
,2,577,396,321,290,436,355,278,193,338,301,301,,0.68630849220104,0.55632582322357,0.502599653379549,0.755632582322357,0.61525129982669,0.481802426343154,0.334488734835355,0.58578856152513,0.521663778162912,0.521663778162912,,0.556152512998267
nov month,3,575,211,297,164,283,254,183,161,146,210,340,,0.36695652173913,0.516521739130435,0.285217391304348,0.492173913043478,0.441739130434783,0.318260869565217,0.28,0.253913043478261,0.365217391304348,0.591304347826087,,0.391130434782609
,5,740,325,571,637,507,518,468,316,484,506,457,,0.439189189189189,0.771621621621622,0.860810810810811,0.685135135135135,0.7,0.632432432432432,0.427027027027027,0.654054054054054,0.683783783783784,0.617567567567568,,0.647162162162162
,6,557,301,321,242,233,288,348,425,438,233,241,,0.540394973070018,0.576301615798923,0.434470377019749,0.418312387791741,0.51705565529623,0.624775583482944,0.763016157989228,0.786355475763016,0.418312387791741,0.432675044883303,,0.551166965888689
,8,657,332,447,482,429,484,422,407,356,264,487,,0.505327245053272,0.680365296803653,0.733637747336377,0.65296803652968,0.736681887366819,0.642313546423135,0.619482496194825,0.541856925418569,0.401826484018265,0.741248097412481,,0.625570776255708
